Pol6TTaCod,Capitulo,VarRC,VarAIR,diasAseg,SumaAseg,Cobertura,Tasa,Bonif,PrimaRC,PrimaCasco,PrimaNeta
01,2,3,1,183,0,A,0,0,3679.16,0,3679.16
01,3,1,2,183,0,A,0,0,8557.53,0,8557.53
01,1,1,1,183,0,A,0,0,3065.87,0,3065.87
01,2,3,1,183,2100000,C2,18.5061,0,3074.13,19431.41,24837.31
01,1,1,1,183,1444000,C2,14.0609,0,2468.88,10151.97,13839.09
01,2,3,1,183,2600000,D4,33.475,0,3074.13,43517.5,46591.63
01,7,3,1,183,0,A,0,0,753.68,0,753.68
01,2,3,1,183,0,A,0,0,3679.16,0,3679.16
01,1,1,1,183,632000,B,10.2968,0,2561.96,3253.79,6206.21
01,2,3,1,183,0,A,0,0,3617.11,0,3617.11
01,2,4,1,183,757000,C1,9.7705,0,3126.86,3698.14,7268.78
01,2,1,1,183,0,A,0,0,3014.17,0,3014.17
01,2,1,1,183,1236000,B,9.5341,0,2468.88,5892.08,9068.01
01,1,1,1,183,0,A,0,0,3014.17,0,3014.17
01,1,1,1,183,203000,B1,4.2688,0,2605.91,533.6,3203.54
01,1,2,1,183,985000,D4I,34.4113,0,2561.96,16947.57,19509.53
01,1,1,1,183,617000,D4,32.1768,0,2468.88,9926.55,12395.43
01,2,1,1,183,0,A,0,0,3014.17,0,3014.17
01,1,1,1,183,664000,D4,35.3945,0,2561.96,11750.98,15723.06
01,2,3,1,183,845000,B,9.5341,0,3126.86,4028.16,7638.4
01,2,3,1,183,3500000,D4,29.0692,0,2962.44,50871.1,59938.07
01,1,1,1,183,0,A,0,0,3014.17,0,3014.17
01,2,3,1,183,0,A,0,0,3485.7,0,3485.7
01,1,1,1,183,0,A,0,0,2904.66,0,2904.66
01,1,1,1,183,685000,C,16.8264,0,2605.91,5763.04,9060.52
01,1,1,1,184,794000,C2,16.8129,0,2561.96,6674.72,10037.65
01,2,3,1,183,1850000,D4,33.475,0,3074.13,30964.38,34038.51
01_21,3,1,2,184,3960000,C,17.2275,0,7151.29,34110.45,41261.74
01_21,2,3,1,183,1800000,D36,18.2774,0,3074.13,16449.66,19523.79
01_21,2,4,1,183,4645000,D4I,19.3946,20,2962.44,45043.96,38405.12
01,2,1,1,183,0,A,0,0,2904.66,0,2904.66
01,1,1,1,183,799000,D4,35.3945,0,2561.96,14140.11,18398.89
01,1,1,1,183,590000,B,10.2968,0,2561.96,3037.56,5964.03
01,1,1,1,183,755000,C2,18.1697,0,2561.96,6859.06,10244.11
01,1,2,1,183,585000,C2,18.1697,0,2561.96,5314.64,8697.51
01,2,1,1,183,1595000,C2,16.2956,0,2468.88,12995.74,17024.11
01,8,1,2,183,0,A,0,0,2005.52,0,2005.52
01,1,1,1,183,0,A,0,0,3065.87,0,3065.87
01,1,2,1,183,0,A,0,0,3065.87,0,3065.87
01,2,1,1,183,845000,B,9.5341,0,2561.96,4028.16,7073.5
01,3,1,2,183,0,A,0,0,8557.53,0,8557.53
01,8,1,2,183,0,A,0,0,2005.52,0,2005.52
01,2,3,1,183,3100000,C2,14.6385,0,2962.44,22689.68,28374.88
01,2,3,4,183,2520000,B,10.3168,0,3074.13,12999.17,16073.3
01,1,1,1,183,899000,D4,32.7727,0,2561.96,14731.33,19061.05
01,1,1,1,183,710000,D4,35.3945,0,2561.96,12565.05,16634.82
01,1,1,1,183,200000,C1,9.7705,0,2605.91,1221.32,3973.79
01,1,1,1,183,695000,C2,18.1697,0,2561.96,6313.97,9633.61
01,2,3,1,183,0,A,0,0,3679.16,0,3679.16
01,1,1,1,183,0,A,0,0,3065.87,0,3065.87
01,1,1,1,183,336000,B,10.2968,0,2605.91,1729.86,4543.36
01,8,2,2,183,0,A,0,0,2039.93,0,2039.93
01,1,1,1,183,299000,C1,9.7705,0,2605.91,1460.69,4241.89
01,2,4,1,183,0,A,0,0,3617.11,0,3617.11
01,1,1,1,183,0,A,0,0,3065.87,0,3065.87
01,1,1,1,183,0,A,0,0,3065.87,0,3065.87
01_21,3,1,2,183,1765000,B,23.7122,30,7273.96,20926.02,19739.99
01,3,1,2,92,0,A,0,0,4278.77,0,4278.77
01,1,1,1,183,235000,C1,9.7705,0,2605.91,1221.32,3827.23
01,2,3,1,183,1200000,D4,33.475,0,3074.13,20085,25569.33
01,1,1,1,183,617000,D3,32.1767,0,2561.96,9926.51,12488.47
01,2,3,1,183,0,A,0,0,3617.11,0,3617.11
01,1,2,1,183,983000,B,9.5341,0,2561.96,4686.01,7810.29
01,1,1,1,183,772000,C2,18.1697,0,2561.96,7013.51,10417.09
01,1,1,1,183,1450000,D4,28.4593,0,2468.88,20633,25577.84
01,3,1,2,183,0,A,0,0,8557.53,0,8557.53
01,2,1,1,183,0,A,0,0,3014.17,0,3014.17
01_21,3,2,3,183,1945000,C,34.4549,20,5172.48,33507.39,30943.9
01,1,1,1,183,510000,C,16.8264,0,2561.96,4290.73,7367.58
01,1,1,1,183,0,A,0,0,3014.17,0,3014.17
01,2,1,1,183,0,A,0,0,3014.17,0,3014.17
01,1,1,1,183,0,A,0,0,3014.17,0,3014.17
01,2,3,1,183,4050000,D2,20.8253,12,2962.44,42171.24,39717.64
02,2,3,1,183,895000,B,9.5341,0,2813.94,4266.51,7592.43
01,1,1,1,183,1080000,D4,29.7934,0,2561.96,16088.44,20581.01
01,8,1,2,183,941526.11,C1,22.2471,0,1704.05,10473.12,13483.79
01,1,1,1,183,840000,B,9.5341,0,2561.96,4004.32,7046.8
01,1,1,1,92,224000,C1,9.7705,0,1302.95,610.66,1913.61
01,1,1,1,183,950000,D2,25.9073,0,2561.96,12305.97,16344.65
01,2,3,4,183,2400000,D2,25.4854,0,3074.13,30582.48,37326.51
01,4,4,16,92,0,A,0,0,1321.65,0,1423.17
01,4,3,16,92,0,A,0,0,101.52,0,1423.17
01,2,3,1,183,2850000,D4,30.4318,0,3074.13,43365.32,51643.29
01,1,1,1,183,1025000,D4,32.7727,0,2561.96,16796.01,21373.49
01,8,1,2,183,621817.91,C,29.8182,0,1642.14,9270.75,12025.38
01,2,3,1,183,0,A,0,0,3485.7,0,3485.7
01,1,1,1,183,1412000,D4,28.4593,0,2468.88,20092.27,24972.22
01,1,1,1,183,380000,D4,35.3945,0,2561.96,6724.96,10093.92
01,8,1,2,183,0,A,0,0,2039.93,0,2039.93
01,1,1,1,183,1897000,D4,23.1232,0,2172.62,21932.36,24104.98
01,2,3,1,183,2750000,C2,17.1242,0,2962.44,23545.78,29333.72
01,8,1,2,183,0,A,0,0,1932.66,0,1932.66
01,2,3,1,183,3400000,D4,27.7066,0,2962.44,47101.22,55715.81
01,3,1,2,183,0,A,0,0,8557.53,0,8557.53
01,8,1,2,183,0,A,0,0,1932.66,0,1932.66
01_21,1,1,1,183,515000,C2,18.1697,0,2561.96,4678.7,7240.66
01,2,4,1,183,760000,C,18.5112,10,3126.86,7034.26,9904.71
01,4,5,16,183,0,A,0,0,797.39,0,797.39
01,8,1,2,183,0,A,0,0,2039.93,0,2039.93
01,2,3,4,183,0,A,0,0,3485.7,0,3485.7
01_21,2,3,1,183,3500000,D36,15.5081,0.4,2962.44,27139.18,32576.15
01,2,4,1,183,7600000,D4I,27.7066,0,2962.44,105285.08,120881.73
01,1,1,1,183,0,A,0,0,3014.17,0,3014.17
01,2,3,1,183,0,A,0,0,3617.11,0,3617.11
01,2,4,1,183,4950000,D4I,26.344,0,2962.44,65201.4,68163.84
01_21,2,3,1,183,3100000,D2,16.8398,20,3074.13,26101.69,23340.66
01,1,2,1,183,900000,B,9.5341,0,2561.96,4290.35,6852.31
01,2,4,2,183,2095000,C1,9.9597,0,3074.13,10432.79,14758.86
01,1,1,1,183,0,A,0,0,2904.66,0,2904.66
01,2,3,1,183,5300000,D2,22.9796,0,2962.44,60895.94,71165.9
01,7,3,1,183,0,A,0,0,766.61,0,766.61
01,2,3,1,183,1970000,D4,33.475,0,3074.13,32972.88,40003.76
01,8,1,2,183,439376.41,B1,14.7503,0,1733.28,3240.47,5362.61
01,2,4,1,183,263538,D2I,28.5793,0,3126.86,4286.9,7928.19
01,1,1,1,183,1070000,C2,15.5675,0,2561.96,8328.62,11890.02
01,3,1,2,183,0,A,0,0,8557.53,0,8557.53
01,8,1,2,183,0,A,0,0,1932.66,0,1932.66
01,2,3,1,183,2250000,D2,22.9796,0,2962.44,25852.05,28814.49
01,2,3,1,183,5989000,D4,22.2561,15,2606.95,66645.89,58864.91
01,2,3,1,183,1540000,D4,33.475,0,3074.13,25775.75,28849.88
01_21,2,3,1,183,3200000,D4,21.3023,12,2962.44,34083.68,32600.59
01_21,3,1,2,183,5900000,C,17.2275,0,7151.29,50821.13,61848.61
01_21,1,1,1,183,0,A,0,0,3014.17,0,3014.17
01_21,2,3,1,183,2600000,C2,11.9869,-15,3074.13,15582.97,23606.12
01,3,1,2,183,0,A,0,0,8557.53,0,41548.02
01,8,1,2,183,0,A,0,0,2039.93,0,41548.02
01,8,1,2,183,0,A,0,0,2005.52,0,41548.02
01,8,1,2,183,0,A,0,0,2005.52,0,41548.02
01,3,1,2,183,0,A,0,0,8413.22,0,41548.02
01,3,1,2,183,0,A,0,0,8413.22,0,41548.02
01,3,1,2,183,0,A,0,0,8107.56,0,41548.02
01,8,1,2,183,0,A,0,0,2005.52,0,41548.02
01,1,1,1,183,408000,D4,35.3945,0,2561.96,7220.48,10648.9
01,2,3,1,183,0,A,0,0,3679.16,0,3679.16
01,7,2,1,183,0,A,0,0,753.68,0,753.68
01,1,2,1,183,73205,B1,4.2688,0,2605.91,533.6,3203.54
01,1,1,1,183,43923,B1,4.2688,0,2605.91,533.6,3203.54
01,1,1,1,183,0,A,0,0,2904.66,0,2904.66
01,2,3,1,183,0,A,0,0,3679.16,0,3679.16
01,2,3,1,183,4200000,D4,29.0692,0,2962.44,61045.32,71333.2
01,1,1,1,183,0,A,0,0,3065.87,0,3065.87
01,3,1,2,183,2665000,B1,17.0438,0,7273.96,22710.87,34642.8
01,8,1,2,183,0,A,0,0,1932.66,0,34642.8
01,1,1,1,183,0,A,0,0,3014.17,0,3014.17
01,1,1,1,183,1325000,D4,29.7934,0,2468.88,19738.13,24575.59
01,1,1,1,183,948000,D4,32.7727,0,2561.96,15534.26,19960.33
01,1,1,1,183,770000,D4,32.1768,0,2561.96,12388.07,16436.6
01,2,3,1,183,1100000,B1,3.9526,0,3126.86,2173.93,5561.66
01,7,3,1,183,0,A,0,0,766.61,0,766.61
01,2,3,1,183,2900000,D4,33.475,0,3074.13,48538.75,57437.53
01,2,3,1,183,3900000,D4,26.344,0,2962.44,51370.8,54333.24
01,2,3,1,183,0,A,0,0,3679.16,0,3679.16
01_21,2,3,1,183,2750000,D4,23.4325,-18,3074.13,32219.69,43471.64
01_21,3,1,2,183,0,A,0,0,8557.53,0,8557.53
01_21,2,3,1,183,2230000,D2,18.5237,0,3074.13,20653.93,23728.06
01_21,2,3,1,183,3300000,D4,21.3023,0,3074.13,35148.8,42440.79
01,1,1,1,183,1440000,D4,27.1253,0,2468.88,19530.22,24342.73
01,2,1,1,183,165044,B1,4.2688,0,2605.91,533.6,3203.54
01,1,1,1,183,0,A,0,0,3014.17,0,3014.17
01,2,4,1,183,431909.5,D4I,36.153,0,3074.13,7807.41,11818.43
01,1,1,1,183,594000,C2,18.1697,0,2561.96,5396.4,8605.93
01,2,4,1,183,1825000,D4I,33.475,0,3074.13,30545.94,37285.59
01,1,1,1,183,386000,C1,9.7705,0,2605.91,1885.71,4717.91
01,8,1,2,183,0,A,0,0,2005.52,0,2005.52
01,1,1,1,183,0,A,0,0,3014.17,0,3014.17
01,1,1,1,183,0,A,0,0,3065.87,0,3065.87
01,1,1,1,183,1305000,D4,32.7727,0,2561.96,21384.19,26512.25
01,2,3,1,183,1560000,C,17.14,0,3074.13,13369.2,16443.33
01,3,1,2,183,399300,C1,29.9839,0,7273.96,5986.29,19420.62
01,4,5,16,183,0,A,0,0,797.39,0,19420.62
01,8,1,2,183,302137,C1,24.0268,0,1733.28,3629.7,19420.62
01,2,1,1,183,0,A,0,0,2904.66,0,2904.66
01,2,1,1,183,397000,B1,4.2688,17,2605.91,847.36,2866.21
01,1,1,1,183,0,A,0,0,3014.17,0,3014.17
01_21,1,2,1,183,2100000,D4I,24.0879,20,2561.96,25292.3,22283.41
01,2,3,1,183,2650000,D4,33.475,0,3074.13,44354.38,52751.04
01,2,3,1,183,5200000,D4,27.7066,0,2962.44,72037.16,83644.06
01,2,4,1,183,2530000,D2I,26.4624,0,3126.86,33474.94,40618.79
01,1,1,1,183,1010000,D4,32.7727,0,2561.96,16550.22,21098.21
01,2,3,1,92,2000000,B,9.5341,0,1537.06,4767.05,6304.11
01,1,1,1,183,0,A,0,0,3065.87,0,3065.87
01,1,1,1,183,0,A,0,0,3014.17,0,3014.17
01,2,3,1,183,3200000,C2,17.1242,0,2962.44,27398.72,33649.01
01,3,1,2,183,0,A,0,0,8413.22,0,8413.22
01,1,1,1,183,1790000,D4,25.7913,0,2468.88,23083.22,28322.09
01,2,1,1,183,850000,C2,18.5061,0,2561.96,7865.1,11370.87
01,2,2,1,183,1740000,D4I,34.4113,15,2561.96,29937.83,27624.82
01,2,1,1,184,1450000,D4,27.1253,0,2468.88,19665.85,24494.63
01,1,1,1,184,670000,B,10.2968,0,2561.96,3449.43,6425.32
01,3,1,2,184,0,A,0,0,8557.53,0,8557.53
01,1,1,1,184,743000,B,10.2968,0,2561.96,3825.26,6846.25
01_21,2,3,1,183,4400000,C2,10.8269,1.9,2962.44,23819.18,26272.77
01,1,1,1,184,0,A,0,0,3369.41,0,3369.41
01,7,3,1,184,0,A,0,0,753.68,0,753.68
01,1,1,1,184,584000,B,10.2968,0,2561.96,3006.67,5929.43
01,1,1,1,184,1490000,D4,28.4593,0,2468.88,21202.18,23671.06
01,2,4,1,184,0,A,0,0,3679.16,0,3679.16
01,2,3,1,184,1240000,B,9.5341,0,3074.13,5911.14,9694.61
01,1,1,1,184,727000,D4,35.3945,0,2561.96,12865.9,16971.77
01,1,1,1,184,784000,D4,32.1768,0,2561.96,12613.31,16688.87
01,1,1,1,184,900000,D4,29.7934,0,2468.88,13407.03,17484.76
01,2,3,1,184,895000,C1,9.0468,0,3126.86,4048.45,7661.13
01,2,1,1,184,1600000,D2,23.5521,0,2468.88,18841.68,23571.56
01,1,1,1,184,730000,C2,16.8129,0,2561.96,6136.71,9435.08
01,1,1,1,184,705000,B,10.2968,0,2561.96,3629.62,6627.14
01,2,4,1,184,2326000,D4I,33.475,0,3074.13,38931.43,46677.33
01,2,3,1,184,3150000,D4,29.0692,0,2962.44,45783.99,54240.51
01,2,3,1,92,1130000,B,9.5341,0,1563.43,2693.38,4256.81
01,1,1,1,92,230000,C1,9.7705,0,1302.95,610.66,1913.61
01,7,3,1,92,0,A,0,0,383.31,0,383.31
01,2,3,2,184,0,A,0,0,3679.16,0,3679.16
01,8,1,2,184,0,A,0,0,2039.93,0,2039.93
01,2,3,2,184,1120000,B,10.3168,0,3074.13,5777.41,9544.83
01,1,2,1,184,0,A,0,0,3014.17,0,3014.17
01,1,1,1,184,274000,C1,9.7705,0,2605.91,1338.56,4105.1
01_21,3,1,2,184,6205000,C,15.5047,-8.3,6891.48,48103.33,75809.95
01_21,8,1,2,184,968000,C,27.6095,-8.3,1642.14,13363,75809.95
01,2,3,4,184,2550000,D4,27.7066,0,2962.44,35325.92,42527.47
01,7,3,1,183,0,A,0,0,766.61,0,766.61
01,1,1,1,184,0,A,0,0,2904.66,0,2904.66
01,1,1,1,184,0,A,0,0,3065.87,0,3065.87
01,8,1,2,184,0,A,0,0,2005.52,0,2005.52
01,8,2,2,184,0,A,0,0,2005.52,0,2005.52
01,2,3,2,184,0,A,0,0,3617.11,0,3617.11
01,1,1,1,184,275000,C1,9.7705,0,2605.91,1343.45,4110.58
01,4,4,16,184,0,A,0,0,2643.3,0,2643.3
01,1,1,1,184,0,A,0,0,3065.87,0,3065.87
01,3,1,2,184,0,A,0,0,8557.53,0,8557.53
01,3,1,2,184,3165000,C,34.4549,0,7151.29,54524.88,68219.16
01,1,1,1,184,1160000,D4,32.7727,0,2561.96,19008.17,23851.11
01,7,3,1,184,0,A,0,0,766.61,0,766.61
01,2,3,1,184,1790000,D4,33.475,0,3074.13,29960.13,36629.48
01,2,3,1,184,2700000,D4,27.7066,0,2962.44,37403.91,44854.82
01,3,1,2,184,0,A,0,0,8413.22,0,8413.22
01,4,4,16,184,0,A,0,0,2742.95,0,2742.95
01,4,3,16,183,0,A,0,0,210.7,0,5140.01
01,8,1,2,183,0,A,0,0,2039.93,0,5140.01
01,8,1,2,183,0,A,0,0,1932.66,0,5140.01
01,7,2,1,183,0,A,0,0,753.68,0,5140.01
01,4,3,16,183,0,A,0,0,203.04,0,5140.01
01,2,3,1,183,1250000,B,9.5341,0,3126.86,5958.82,9800.74
01_21,2,3,1,184,2500000,D36,17.0589,10,3074.13,21323.63,21957.98
01,7,3,1,183,0,A,0,0,766.61,0,766.61
01,2,4,1,184,8000000,D4I,26.344,0,2962.44,105376,108338.44
01,1,1,1,184,645000,C,16.8264,0,2561.96,5426.52,8639.66
01,2,3,1,184,0,A,0,0,3679.16,0,3679.16
01,2,2,1,184,1780000,D2I,27.2026,0,2561.96,24210.32,29677.52
01,8,1,2,184,0,A,0,0,2005.52,0,2005.52
01,3,1,2,184,2829537.23,C,34.4549,0,7151.29,48745.71,61746.49
01,1,1,1,184,0,A,0,0,2904.66,0,2904.66
01,1,1,1,184,360000,B1,4.2688,0,2561.96,768.39,3422.56
01,1,1,1,184,1190000,D4,25.7913,0,2468.88,15345.83,19656.21
01,2,3,1,184,2070000,D4,33.475,0,3074.13,34646.63,41878.36
01,1,1,1,183,968000,C2,16.8238,0,2561.96,8142.72,11095.53
01,1,1,1,183,0,A,0,0,3065.87,0,3065.87
01,1,2,1,184,1650000,C2,15.5675,0,2468.88,12843.19,16853.26
01,2,1,1,184,645000,B,10.2968,0,2561.96,3320.72,6281.17
01,3,1,2,184,0,A,0,0,8413.22,0,8413.22
01,4,4,16,184,0,A,0,0,2790.01,0,2790.01
01,3,1,2,184,3165000,C,34.4549,0,7151.29,54524.88,68219.16
01,1,1,1,184,405000,B,10.2968,0,2605.91,2085.1,4941.22
01,2,3,1,184,0,A,0,0,3679.16,0,3679.16
01,1,1,1,184,815000,D4,29.7934,0,2468.88,12140.81,16066.59
01,8,1,2,184,0,A,0,0,2039.93,0,2039.93
01,1,1,1,183,0,A,0,0,3065.87,0,3065.87
01,1,1,1,184,0,A,0,0,3369.41,0,3369.41
01,2,4,1,184,3840000,B,9.5341,10,3074.13,18305.47,19241.64
01,1,1,1,184,804000,C2,15.5675,0,2561.96,6258.14,9571.08
01,1,1,1,184,402000,B,10.2968,0,2605.91,2069.66,4923.93
01,1,1,1,184,0,A,0,0,2904.66,0,2904.66
01,2,3,1,184,2140000,D4,33.475,0,3074.13,35818.25,43190.57
01_21,2,4,1,184,4550000,D4I,19.3946,0,2962.44,44122.72,52379.89
01,2,3,1,92,0,A,0,0,1839.58,0,1839.58
01,1,1,1,184,1490000,D4,28.4593,20,2468.88,21202.18,20972.26
01,1,1,1,184,405000,C,16.8264,0,2605.91,3407.35,6422.14
01,8,2,2,184,863062.06,C,27.6095,0,1704.05,11914.36,15048.14
01,3,1,2,184,0,A,0,0,8557.53,0,8557.53
01,3,1,2,184,0,A,0,0,8557.53,0,8557.53
01,1,1,1,184,580000,D4,35.3945,0,2561.96,10264.41,14058.1
01,1,1,1,184,818000,B,9.5341,0,2561.96,3899.45,6929.35
01,1,1,1,184,1750000,D4,27.1253,0,2468.88,23734.64,29051.68
01,2,3,1,184,1490000,D4,33.475,0,3074.13,24938.88,31005.68
01,3,1,2,184,3365000,C,34.4549,0,7151.29,57970.37,72078.11
01,2,3,1,184,890000,C,17.14,0,3126.86,7627.3,11669.44
01,8,1,2,184,0,A,0,0,2005.52,0,2005.52
01_21,1,2,1,184,983000,D4I,30.9702,5,2561.96,15221.86,18629.93
01_21,7,3,1,184,0,A,0,0,766.61,0,766.61
01_21,2,3,1,184,2600000,C3,13.1856,-36.59,3074.13,17141.28,28736.06
01_21,1,1,1,184,1439000,D4,27.8568,8,2561.96,20042.97,23009.28
01_21,4,2,16,184,0,A,0,0,783.94,0,994.64
01_21,4,3,16,184,0,A,0,0,210.7,0,994.64
01_21,2,3,1,184,4250000,D3,17.6315,15.89,2962.44,37466.94,34005.15
01,8,1,2,183,0,A,0,0,2011.01,0,7511.93
01,4,4,16,183,0,A,0,0,2750.46,0,7511.93
01,4,4,16,183,0,A,0,0,2750.46,0,7511.93
15_21,2,3,1,184,3000000,D4,65.968,35,4975.42,98952,67552.82
01,1,1,1,184,1318000,D4,29.7934,0,2468.88,19633.85,24458.79
01,2,3,1,184,1480000,D4,33.475,0,3074.13,24771.5,30818.21
01,1,2,1,184,1170000,C3,17.1243,0,2561.96,10017.72,13781.81
01,1,1,1,184,867000,D4,29.7934,0,2561.96,12915.44,17027.26
01,1,1,1,184,695000,C2,18.1697,0,2561.96,6313.97,9633.61
01,1,1,1,184,1103000,D4,32.7727,0,2561.96,18074.15,22805.01
01,1,1,1,184,1696000,D4,27.1253,0,2468.88,23002.26,28231.41
01,2,3,1,184,0,A,0,0,3679.16,0,3679.16
01,4,5,16,184,0,A,0,0,797.39,0,797.39
01,1,1,1,184,0,A,0,0,3014.17,0,3014.17
01,1,1,1,184,461000,B,10.2968,0,2561.96,2373.41,5220.18
01,1,1,1,184,1086000,D4,27.1253,0,2468.88,14729.04,18965.41
01,1,1,1,184,0,A,0,0,2904.66,0,2904.66
01,2,3,1,184,4750000,D4,29.0692,0,2962.44,69039.35,72001.79
01,1,2,1,184,1660000,D3I,31.283,0,2561.96,25964.89,28526.85
01,2,3,1,184,0,A,0,0,3679.16,0,3679.16
01_21,1,1,1,184,1430000,D2,20.0193,20,2468.88,14313.8,14800.27
01_21,2,3,1,184,2400000,D2,16.8398,20,2962.44,20207.76,18536.16
01_21,1,1,1,183,998000,D4,26.8141,12.5,2468.88,13380.24,15272.91
01,1,1,1,184,379000,C1,9.7705,0,2605.91,1851.51,4679.6
01,1,1,1,184,370000,C1,9.7705,0,2605.91,1807.55,4630.37
01,1,1,1,184,1430000,C2,14.0609,0,2468.88,10053.55,13728.86
01,1,2,1,184,580000,C1,9.7705,0,2605.91,2833.45,5439.36
01,1,1,1,184,855000,D54,21.7938,0,2561.96,9316.85,12996.83
01,1,1,1,184,1970000,D4,28.4593,0,2468.88,28032.41,33865.18
01,1,1,1,184,249000,C1,9.7705,0,2605.91,1221.32,3973.79
01,1,1,1,184,680000,C2,18.1697,0,2561.96,6177.7,9480.99
01,1,1,1,184,1740000,D4,23.1232,0,2172.62,20117.19,22289.81
01,4,4,16,183,0,A,0,0,2742.95,0,2742.95
01,1,1,1,184,0,A,0,0,3369.41,0,3369.41
01,1,1,1,184,1255000,D4,29.7934,0,2561.96,18695.36,23500.77
01,4,4,16,184,0,A,0,0,2643.3,0,2643.3
01,7,3,1,184,0,A,0,0,766.61,0,766.61
01,2,3,1,184,0,A,0,0,3679.16,0,3679.16
01,1,1,1,184,0,A,0,0,3065.87,0,3065.87
01,8,1,2,184,0,A,0,0,2039.93,0,2039.93
01,3,1,2,184,0,A,0,0,8557.53,0,8557.53
01,1,2,1,184,0,A,0,0,3065.87,0,3065.87
01,1,1,1,184,0,A,0,0,3014.17,0,3014.17
01,1,1,1,184,483000,C,16.8264,0,2605.91,4063.58,7157.12
01,7,3,1,184,0,A,0,0,753.68,0,753.68
01,2,3,1,184,3850000,D4,27.7066,0,2962.44,53335.21,62697.88
01,2,1,1,184,1070000,D4,29.7934,0,2561.96,15939.47,20414.17
01,2,3,1,184,5050000,D4,26.344,0,2962.44,66518.6,77463.27
01,7,1,1,184,0,A,0,0,4904.59,0,4904.59
01,1,1,1,184,0,A,0,0,3014.17,0,3014.17
01,2,3,1,184,1160000,D4,33.475,0,3074.13,19415.5,24819.49
01,1,2,1,184,755000,D4I,37.1642,0,2605.91,14029.49,18318.94
01,2,4,1,184,1975000,D4I,33.475,0,3074.13,33056.57,40097.49
01,2,1,1,184,1090000,D4,29.7934,0,2561.96,16237.41,20747.86
01,4,5,16,184,0,A,0,0,797.39,0,1594.78
01,4,5,16,184,0,A,0,0,797.39,0,1594.78
01,1,2,1,184,695000,D4I,37.1642,0,2561.96,12914.56,17026.27
01,2,4,1,184,5000000,D4I,27.7066,0,2962.44,69266.5,80540.92
01,2,3,1,184,0,A,0,0,3679.16,0,3679.16
01_21,2,3,1,184,4600000,D4,19.3946,7,2962.44,44607.58,44240.12
01_21,1,1,1,184,1942000,D36,14.8104,15,2468.88,14380.9,14322.31
01,1,1,1,184,0,A,0,0,3014.17,0,3014.17
01,2,1,1,92,2000000,D4,25.7913,0,1234.44,12895.65,14130.09
01,1,1,1,184,740000,B,10.2968,0,2561.96,3809.82,6828.96
01,1,1,1,184,718000,C2,16.8129,0,2561.96,6035.83,9322.09
01,1,1,1,184,421000,B,10.2968,0,2605.91,2167.48,5033.49
01,1,1,1,184,820000,C,15.58,0,2561.96,6387.8,9716.3
01,2,3,1,184,2900000,D2,22.9796,13,2962.44,33320.42,35044.74
01,3,1,2,184,0,A,0,15,8413.22,0,7151.24
01,7,3,1,184,0,A,0,0,766.61,0,766.61
01,2,1,1,184,950000,B,9.5341,0,2561.96,4528.7,7634.11
01,1,1,1,184,0,A,0,0,3065.87,0,3065.87
01,1,1,1,184,615000,D4,35.3945,0,2561.96,10883.81,14751.83
01,2,1,1,184,0,A,0,0,3065.87,0,3065.87
01,1,1,1,184,885000,C1,9.0468,0,2561.96,4003.21,6565.17
01_21,3,1,2,184,3670000,C,20.6729,-5,7151.29,37934.77,441050.03
01_21,3,1,2,184,4520000,B,11.8561,-5,7151.29,26794.79,441050.03
01_21,3,1,2,184,0,A,0,-5,8557.53,0,441050.03
01_21,8,1,2,184,0,A,0,-5,2005.52,0,441050.03
01_21,2,3,1,184,1135000,C1,8.1421,-5,3126.86,4620.64,441050.03
01_21,2,3,1,184,1040000,D4,30.1275,-5,3074.13,15666.3,441050.03
01_21,8,1,2,184,0,A,0,-5,2005.52,0,441050.03
01_21,8,1,2,184,0,A,0,-5,2005.52,0,441050.03
01_21,2,3,1,184,2450000,D4,21.3023,-5,3074.13,26095.32,441050.03
01_21,2,3,1,184,1800000,D4,25.1063,-5,3074.13,22595.67,441050.03
01_21,3,1,2,184,3695000,C,20.6729,-5,7151.29,38193.19,441050.03
01_21,2,3,1,184,2550000,D4,23.4325,-5,3074.13,29876.44,441050.03
01_21,8,1,2,184,1115307.46,C,27.6095,-5,1642.14,15396.54,441050.03
01_21,3,1,2,184,4395000,C,20.6729,-5,7151.29,45428.7,441050.03
01_21,4,5,16,184,0,A,0,-5,783.94,0,441050.03
01_21,3,1,2,184,4325000,C,20.6729,-5,7151.29,44705.15,441050.03
01_21,2,4,1,184,700000,C1,9.7705,-5,3126.86,3419.68,441050.03
01_21,7,3,1,184,0,A,0,-5,726.3,0,441050.03
01_21,1,1,1,184,1376000,D4,25.3244,18.58,2468.88,17423.19,16196.12
01_21,2,3,4,184,3230000,D3,19.3657,-10,2962.44,31275.61,41790.24
01,3,1,2,184,4740000,C,34.4549,0,7151.29,81658.12,98608.39
01,8,1,2,184,0,A,0,0,2039.93,0,2039.93
01,1,1,1,184,0,A,0,0,3014.17,0,3014.17
01,2,4,1,184,1565000,C2,18.5061,0,3074.13,14481.03,19292.89
01,1,2,1,184,2900000,D4I,34.4113,0,2561.96,49896.39,58445.92
01,1,1,1,184,1034000,B,9.1072,0,2468.88,4708.42,7742.31
01,1,2,1,184,0,A,0,0,3014.17,0,3014.17
01,2,1,1,184,0,A,0,0,3065.87,0,3065.87
